0
3
3
1
7
1
16
2
4
12
3
2
1
2
10
1
9
1
4
11
5
1
7
1
2
5
1
3
2
1
4
7
3
1
3
3
3
5
11
8
6
4
7
1
1
5
2
1
2
1
9
3
3
10
1
6
3
4
4
9
7
1
2
1
5
7
5
1
1
5
1
9
1
4
7
3
9
6
6
3
2
18
4
1
6
13
5
7
1
4
10
4
1
1
1
2
3
7
14
3
13
3
1
5
3
5
8
6
1
5
1
5
6
3
4
4
8
2
2
2
1
12
5
3
2
2
1
12
19
7
1
1
8
3
3
5
1
1
6
7
1
12
1
3
7
3
5
3
2
1
2
4
4
1
1
2
2
2
1
3
1
5
4
3
3
2
2
7
3
4
1
1
16
2
1
4
1
10
3
5
1
10
14
13
5
1
1
4
1
4
6
5
1
2
1
4
5
1
1
2
4
